title,year,runtime,genres
Angry Birds Toons,2013,2,comedy family fantasy animation action european
Ben & Hollys Little Kingdom,2009,14,comedy family fantasy animation european
Toc Toc,2017,90,comedy family fantasy european
The Knight and the Princess,2019,97,comedy family fantasy history animation
Hotel Transylvania: The Series,2017,16,comedy family fantasy horror animation
Horrid Henry,2006,12,comedy family fantasy music animation european
How to Be Really Bad,2018,100,comedy family fantasy romance european
Home: Adventures with Tip & Oh,2016,21,comedy family fantasy scifi animation
Dogs in Space,2021,22,comedy family fantasy scifi animation action
Cloudy with a Chance of Meatballs 2,2013,95,comedy family fantasy scifi drama animation
Big Time Movie,2012,65,comedy family music
John Mulaney & The Sack Lunch Bunch,2019,70,comedy family music
VeggieTales in the House,2014,18,comedy family music animation
VeggieTales in the City,2017,23,comedy family music animation
Trouble,2019,87,comedy family music animation
iCarly,2007,26,comedy family romance
Deliha,2014,107,comedy family romance
Sahara,2017,86,comedy family romance animation drama european
A Princess for Christmas,2011,89,comedy family romance drama
Husband Factor: Resurrection,2016,108,comedy family romance drama fantasy
Escape from Planet Earth,2012,89,comedy family scifi animation
Free Birds,2013,91,comedy family scifi animation
LEGO DC Comics Super Heroes: Batman Be-Leaguered,2014,22,comedy family scifi animation action
Danger Mouse,1981,15,comedy family scifi animation european
Bella and the Bulldogs,2015,23,comedy family sport
Ferrari Ki Sawaari,2012,140,comedy family sport drama
Monty Python and the Holy Grail,1975,91,comedy fantasy
The Bros,2017,102,comedy fantasy
The Last Kids on Earth: Happy Apocalypse to You,2021,91,comedy fantasy
Super Drags,2018,25,comedy fantasy animation
Shaman King,2021,23,comedy fantasy animation action scifi
Stuart Little 2,2002,78,comedy fantasy animation family
Hop,2011,95,comedy fantasy animation family
Monster Island,2017,80,comedy fantasy animation family
Okkos Inn,2018,94,comedy fantasy animation family drama
Timmy Time,2009,14,comedy fantasy animation family european
Happy Feet,2006,108,comedy fantasy animation family music romance
Chamatkar,1992,171,comedy fantasy drama crime
Dark Shadows,2012,113,comedy fantasy horror
Little Evil,2017,94,comedy fantasy horror
Fate: The Winx Saga - The Afterparty,2021,31,comedy fantasy reality
A Very Harold & Kumar Christmas,2011,108,comedy fantasy romance
Naked,2017,96,comedy fantasy romance
Zig and Sharko,2010,9,comedy fantasy romance action animation family european
Husband Factor,2015,108,comedy fantasy romance drama
Inside Job,2021,28,comedy fantasy scifi animation
Pegasus,2019,98,comedy fantasy sport
Scary Movie 4,2006,83,comedy horror
Jack and Jill,2011,91,comedy horror
Scary Movie 5,2013,86,comedy horror
Grandmothers Farm,2013,71,comedy horror
Santa Clarita Diet,2017,29,comedy horror
Vampires vs. the Bronx,2020,86,comedy horror
Uncle Naji in UAE,2019,95,comedy horror
Roohi,2021,134,comedy horror
Izla,2021,85,comedy horror
Army of Thieves,2021,127,comedy horror action crime thriller romance scifi
Girls with Balls,2019,77,comedy horror european
Kuntilanak,2018,105,comedy horror family
A Haunted House 2,2014,86,comedy horror fantasy
The After Party,2018,89,comedy horror music
Prank Encounters,2019,25,comedy horror reality scifi
Scare Tactics,2003,22,comedy horror reality scifi thriller
Reality Z,2020,31,comedy horror scifi
Crazyhead,2016,43,comedy horror scifi european
Grandmothers Farm Part 2,2015,80,comedy horror thriller
Chappelles Show,2003,21,comedy music
Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,2011,146,comedy music
A Very Murray Christmas,2015,56,comedy music
Garfunkel and Oates: Trying to be Special,2016,62,comedy music
Reggie Watts: Spatial,2016,61,comedy music
Adam Sandler: 100% Fresh,2018,73,comedy music
All About the Washingtons,2018,23,comedy music
Eurovision Song Contest: The Story of Fire Saga,2020,123,comedy music
Fierce,2020,118,comedy music
Still Laugh-In: The Stars Celebrate,2019,60,comedy music
David Brent: Life on the Road,2016,96,comedy music action
Sam Kinison: Live in Vegas,1991,72,comedy music documentation
Bo Burnham: What.,2013,60,comedy music documentation
Bo Burnham: Make Happy,2016,60,comedy music documentation
Bathtubs Over Broadway,2018,87,comedy music documentation
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,74,comedy music documentation
Begin Again,2013,104,comedy music romance drama
Sounds Like Love,2021,110,comedy music romance drama
The History of Future Folk,2012,86,comedy music scifi
Rock the Kasbah,2015,100,comedy music war
Magic for Humans,2018,24,comedy reality
Busted!,2018,75,comedy reality
Bad Trip,2020,87,comedy reality
Jenny Slate: Stage Fright,2019,66,comedy reality
Tiffany Haddish Presents: They Ready,2019,23,comedy reality
Getting Curious with Jonathan Van Ness,2022,26,comedy reality
Alessandro Cattelan: One Simple Question,2022,30,comedy reality
The Wedding Coach,2021,32,comedy reality
Shes Gotta Have It,1986,84,comedy romance
The Sweetest Thing,2002,84,comedy romance
I Now Pronounce You Chuck & Larry,2007,115,comedy romance
Good Luck Chuck,2007,101,comedy romance
New Girl,2011,21,comedy romance
Happy Endings,2011,21,comedy romance
Dont Go Breaking My Heart,2011,115,comedy romance
Aiyyaa,2012,146,comedy romance
Phone Swap,2012,111,comedy romance
Khoobsurat,2014,130,comedy romance
Hasee Toh Phasee,2014,141,comedy romance
Bride for Rent,2014,115,comedy romance
Boss & Me,2014,45,comedy romance
Mumbai Delhi Mumbai,2014,120,comedy romance
Mystic Whispers,2014,26,comedy romance
Results,2015,105,comedy romance
Always Be My Maybe,2016,112,comedy romance
Youre My Boss,2015,116,comedy romance
The Third Party,2016,118,comedy romance
Set It Up,2018,105,comedy romance
Ibiza,2018,94,comedy romance
The Hook Up Plan,2018,28,comedy romance
My Secret Romance,2017,52,comedy romance
My Sassy Girl,2017,41,comedy romance
Revolutionary Love,2017,68,comedy romance
Love Jacked,2018,100,comedy romance
Cook Off,2017,116,comedy romance
The Royal Hibiscus Hotel,2018,90,comedy romance
Finally Found Someone,2017,118,comedy romance
The Wrong Missy,2020,90,comedy romance
Can You Keep a Secret?,2019,94,comedy romance
The Last Summer,2019,109,comedy romance
Let It Snow,2019,93,comedy romance
The Kissing Booth 2,2020,134,comedy romance
Falling Inn Love,2019,98,comedy romance
Desperados,2020,105,comedy romance
Midnight at the Magnolia,2020,87,comedy romance
Youve Got This,2020,111,comedy romance
Ready to Mingle,2019,97,comedy romance
Krishna and His Leela,2020,125,comedy romance
Kappela,2020,113,comedy romance
Velvet Colección: Grand Finale,2020,82,comedy romance
Kill Me If You Dare,2019,104,comedy romance
Mujeres arriba,2020,100,comedy romance
Kaake Da Viyah,2019,133,comedy romance
Whos the Boss,2020,105,comedy romance
The Perfect Picture: Ten Years Later,2019,150,comedy romance
The Panti Sisters,2019,108,comedy romance
The House Arrest of Us,2020,26,comedy romance
Sakaling Maging Tayo,2019,90,comedy romance
Love Hard,2021,104,comedy romance
An astrological guide for broken hearts,2021,34,comedy romance
Hes All That,2021,91,comedy romance
Four to Dinner,2022,104,comedy romance
Crazy About Her,2021,102,comedy romance
Eternally Confused and Eager for Love,2022,23,comedy romance
Meskina,2021,98,comedy romance
Sweet & Sour,2021,101,comedy romance
Resort to Love,2021,101,comedy romance
Meenakshi Sundareshwar,2021,141,comedy romance
Mr. Right,2016,95,comedy romance action
Human Resources,2022,27,comedy romance animation
Trolls: The Beat Goes On!,2018,21,comedy romance animation family fantasy
New Years Eve,2011,113,comedy romance documentation
Phir Bhi Dil Hai Hindustani,2000,160,comedy romance drama
Did You Hear About the Morgans?,2009,103,comedy romance drama
Kiss of Life,2015,102,comedy romance drama
Hampstead,2017,102,comedy romance drama
The Half of It,2020,104,comedy romance drama
Motichoor Chaknachoor,2019,150,comedy romance drama
A Little Thing Called First Love,2019,42,comedy romance drama
Isa Pa with Feelings,2019,102,comedy romance drama
Nenjamundu Nermaiyundu Odu Raja,2019,128,comedy romance drama
Hometown Cha-Cha-Cha,2021,78,comedy romance drama
Still Out of My League,2021,113,comedy romance drama
Slam,2016,100,comedy romance drama european
Wedding Unplanned,2017,94,comedy romance drama european
Yucatán,2018,129,comedy romance european
In Family I Trust,2019,94,comedy romance european
So My Grandmas a Lesbian!,2019,94,comedy romance european
Saved by the Bell,1989,23,comedy romance family
Varane Avashyamund,2020,145,comedy romance family drama
1000 Miles from Christmas,2021,102,comedy romance family fantasy
A Choo,2020,101,comedy romance fantasy action
A Korean Odyssey,2017,75,comedy romance fantasy horror
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,80,comedy romance scifi
All the Freckles in the World,2019,90,comedy romance sport
The Visit,2015,130,comedy romance thriller
Holiday on Mars,2020,89,comedy scifi
Rim of the World,2019,99,comedy scifi action
3Below: Tales of Arcadia,2018,22,comedy scifi action animation family fantasy
Superlopez,2018,108,comedy scifi action european
The Hollow,2018,24,comedy scifi animation drama family
The Mr. Peabody & Sherman Show,2015,23,comedy scifi animation family history
Fearless,2020,89,comedy scifi documentation animation family
Heirs to the Land,2022,54,comedy scifi drama history
Zip & Zap and the Captains Island,2016,105,comedy scifi family fantasy european
Happy Gilmore,1996,92,comedy sport
The Replacements,2000,118,comedy sport
30 Rock,2006,25,comedy sport
Goon: Last of the Enforcers,2017,101,comedy sport
Freej Al Taibeen,2018,100,comedy sport
Benchwarmers 2: Breaking Balls,2019,90,comedy sport
Home Team,2022,99,comedy sport
Buddy Thunderstruck,2017,22,comedy sport animation action family
Holy Goalie,2018,95,comedy sport european
Anthony Kaun Hai?,2006,127,comedy thriller
Mindhorn,2016,89,comedy thriller
Cop Out,2010,107,comedy thriller action crime
Ojukokoro (Greed),2016,110,comedy thriller crime
The Millions,2019,94,comedy thriller drama
Opening Night,2016,90,comedy thriller drama action crime
In for a Murder,2021,105,comedy thriller drama scifi
The Trip,2021,113,comedy thriller horror action
Ishqiya,2010,115,comedy thriller romance drama
The Men Who Stare at Goats,2009,94,comedy war
Doing Hard Time,2004,95,crime
Unsolved: The Murders of Tupac and The Notorious B.I.G.,2018,45,crime
AMO,2018,24,crime
Criminal: Spain,2019,40,crime
Criminal: France,2019,26,crime
Crime Diaries: Night Out,2019,45,crime
Our Father,2022,97,crime
The Fame Game,2022,47,crime
Zbrodnia,2014,45,crime action
The Saint,2017,92,crime action
Monkey Twins,2018,53,crime action
The End,2019,97,crime action
The Other Guys,2010,107,crime action comedy
Once a Gangster,2010,95,crime action comedy
Rowdy Rathore,2012,143,crime action comedy
Bon Cop Bad Cop 2,2017,126,crime action comedy
Ludo,2020,150,crime action comedy drama
Bulletproof 2,2020,97,crime action comedy drama
Flint Town,2018,45,crime action documentation
Yaar Gaddar,1994,147,crime action drama
Udta Punjab,2016,148,crime action drama
The Last Runaway,2018,107,crime action drama
The Keepers,2017,56,crime action drama documentation
Black Friday,2004,143,crime action drama history
Gatao: The Last Stray,2021,120,crime action drama romance
Four Brothers,2005,109,crime action drama thriller
Toy Boy,2019,61,crime action drama thriller
The Beast,2020,90,crime action drama thriller
Class of 83,2020,98,crime action drama thriller
Suburra: Blood on Rome,2017,48,crime action european
Trese,2021,29,crime action fantasy horror thriller animation scifi
Shootout at Lokhandwala,2007,145,crime action history
Sherlock Holmes,2009,129,crime action thriller
The November Man,2014,108,crime action thriller
Force 2,2016,123,crime action thriller
An Evening with Beverly Luff Linn,2018,108,crime comedy
Money Trap,2019,121,crime comedy
Murderville,2022,34,crime comedy
Get the Grift,2021,94,crime comedy
Settai,2013,136,crime comedy action
The Fable,2019,123,crime comedy action
Lilyhammer,2012,45,crime comedy drama
Confusion Na Wa,2013,105,crime comedy drama
Hasmukh,2020,32,crime comedy drama
Rodney King,2017,52,crime comedy drama history documentation
The End of the F***ing World,2017,21,crime comedy drama romance thriller
The Woman in the House Across the Street from the Girl in the Window,2022,26,crime comedy drama thriller
Jagame Thandhiram,2021,158,crime comedy drama thriller action
The World Is Yours,2018,94,crime comedy european
El Camino Christmas,2017,97,crime comedy western
Making a Murderer,2015,62,crime documentation
Dream/Killer,2015,107,crime documentation
Inside the Worlds Toughest Prisons,2016,48,crime documentation
Wild Wild Country,2018,67,crime documentation
Evil Genius,2018,48,crime documentation
Dirty Money,2018,63,crime documentation
I Am a Killer,2018,46,crime documentation
Murder Mountain,2018,49,crime documentation
Serial Killer with Piers Morgan,2017,47,crime documentation
Inside the Criminal Mind,2018,48,crime documentation
Out of Thin Air,2017,85,crime documentation
Dont F**k with Cats: Hunting an Internet Killer,2019,62,crime documentation
Tiger King,2020,44,crime documentation
The Pharmacist,2020,54,crime documentation
Tread,2020,88,crime documentation
Jeffrey Epstein: Filthy Rich,2020,57,crime documentation
American Murder: The Family Next Door,2020,83,crime documentation
The Ripper,2020,49,crime documentation
Unabomber: In His Own Words,2020,43,crime documentation
The Confession Killer,2019,48,crime documentation
Fear City: New York vs The Mafia,2020,52,crime documentation
The Disappearance of Madeleine McCann,2019,59,crime documentation
The Trials of Gabriel Fernandez,2020,55,crime documentation
Trial by Media,2020,62,crime documentation
How to Fix a Drug Scandal,2020,53,crime documentation
Carmel: Who Killed Maria Marta?,2020,58,crime documentation
La Línea: Shadow of Narco,2020,30,crime documentation
Worlds Most Wanted,2020,45,crime documentation
Bad Boy Billionaires: India,2020,0,crime documentation
The Business of Drugs,2020,44,crime documentation
The Three Deaths of Marisela Escobedo,2020,109,crime documentation
A Perfect Crime,2020,43,crime documentation
Narcoworld: Dope Stories,2019,40,crime documentation
Conversations with a Killer: The John Wayne Gacy Tapes,2022,61,crime documentation
Bad Vegan: Fame. Fraud. Fugitives.,2022,52,crime documentation
Jimmy Savile: A British Horror Story,2022,85,crime documentation
The Tinder Swindler,2022,114,crime documentation
Trust No One: The Hunt for the Crypto King,2022,90,crime documentation
The Puppet Master: Hunting the Ultimate Conman,2022,42,crime documentation
Night Stalker: The Hunt for a Serial Killer,2021,47,crime documentation
Monsters Inside: The 24 Faces of Billy Milligan,2021,61,crime documentation
Heist,2021,43,crime documentation
Dig Deeper: The Disappearance of Birgit Meier,2021,59,crime documentation
Shiny_Flakes: The Teenage Drug Lord,2021,96,crime documentation
Tiger King: The Doc Antle Story,2021,42,crime documentation
Senzo: Murder of a Soccer Star,2022,40,crime documentation
The Motive,2021,35,crime documentation
Where Is Marta?,2021,63,crime documentation
John of God: The Crimes of a Spiritual Healer,2021,50,crime documentation
The Phantom,2021,81,crime documentation
137 Shots,2021,104,crime documentation
The Women and the Murderer,2021,92,crime documentation
Elize Matsunaga: Once Upon a Crime,2021,49,crime documentation
Reasonable Doubt: A Tale of Two Kidnappings,2021,47,crime documentation
Under Suspicion: Uncovering the Wesphael Case,2021,36,crime documentation
The Staircase,2004,49,crime documentation drama
Casting JonBenet,2017,81,crime documentation drama
Worst Roommate Ever,2022,47,crime documentation drama thriller
Amanda Knox,2016,92,crime documentation european
